web-scraper-order,web-scraper-start-url,mountains-zone,mountains-zone-href,name,image-src,days,length,unevennes-up,unevennes-down,desc,image-zone-src,name-zone,desc-zone
"1644495887-269","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Excursiones cerca de Barcelona"" title=""Excursiones cerca de Barcelona"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-barcelona","La Mola","/wp-content/themes/Bigemployee-child/imagesuploads/lamola.jpg","1","6 Km","500","500","En la cima de La Mola podremos disfrutar del Monasterio románico de Sant Llorenç de Munt. La Mola es la montaña más alta del Parque Natural de Sant Llorenç del Munt i l’Obac con 1.104 metros de ...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Excursiones cerca de Barcelona","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Os presentamos unas serie de excursiones cerca de Barcelona. Principalmente estas excurs..."
"1644495861-185","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Montaña de Montserrat"" title=""Montaña de Montserrat"" loading=""lazy"">","https://entremontanas.com/zonas/montana-de-montserrat","Ermitas Románicas de Montserrat","/wp-content/themes/Bigemployee-child/imagesuploads/ermitas.jpg","1","12 Km","150","150","La Ermita de Sant Esteve de Marganell es un claro exponente del arte románico rural catalán. La Ermita de Sant Jaume del siglo XII, ya aparece citada en 1104, en un documento en que los propietarios l...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Montaña de Montserrat","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La montaña de Montserrat, Con una altura máxima de 1.236 metros sobre el nivel del mar, ..."
"1644495887-259","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Excursiones cerca de Barcelona"" title=""Excursiones cerca de Barcelona"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-barcelona","El Bruc – Sant Pau Vell","/wp-content/themes/Bigemployee-child/imagesuploads/colldeport.jpg","1","8 Km","400","400","La iglesia de Sant Pau Vell recuerda que en este lugar se encontraba uno de los Cinco Castillos de Montserrat. A lo largo del recorrido pasaremos entre pinares de pino carrasco, pinos negrales y olivo...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Excursiones cerca de Barcelona","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Os presentamos unas serie de excursiones cerca de Barcelona. Principalmente estas excurs..."
"1644495909-313","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/penagolosaintro.jpg"" alt=""Castellón"" title=""Castellón"" loading=""lazy"">","https://entremontanas.com/zonas/castellon","Villahermosa del Río – San Bartolomé","/wp-content/themes/Bigemployee-child/imagesuploads/bartolome.jpg","1","12 Km","600","600","Este sendero nos llevará desde Villahermosa del Río hasta la Ermita de San Bartolomé por el GR-7. El GR-7 es un Sendero de Gran Recorrido que parte de Andorra al estrecho de Gibraltar. Como sendero de...","/wp-content/themes/Bigemployee-child/imagesuploads/penagolosaintro.jpg","Castellón","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Castellón es una de la provincias más montañosas de España, bañada a su vez por el mar a..."
"1644495867-201","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/pedraforcaasc.jpg"" alt=""Macizo del Pedraforca"" title=""Macizo del Pedraforca"" loading=""lazy"">","https://entremontanas.com/zonas/macizo-del-pedraforca","La Gallina Pelada","/wp-content/themes/Bigemployee-child/imagesuploads/gallinapelada.jpg","1","7 Km","730","730","La Serra d’Ensija en el Alt Berguedà, es una zona de alto interés situada entre el Pedraforca y els Rassos de Peguera. La Serra d’Ensija es un lugar muy hermoso, ya que estas montañas recogen lo...","/wp-content/themes/Bigemployee-child/imagesuploads/pedraforcaasc.jpg","Macizo del Pedraforca","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El Pedraforca es una de las montañas más emblemáticas de Cataluña. Esta montaña tiene un..."
"1644495887-255","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Excursiones cerca de Barcelona"" title=""Excursiones cerca de Barcelona"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-barcelona","Collbató – Monasterio de Montserrat","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","1","16 Km","700","700","El Itinerario comienza en la población de Collbató y nos lleva hasta el Monasterio de Montserrat. La montaña de Montserrat, Con una altura máxima de 1.236 metros sobre el nivel del mar, está a 20 Km. ...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Excursiones cerca de Barcelona","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Os presentamos unas serie de excursiones cerca de Barcelona. Principalmente estas excurs..."
"1644495887-267","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Excursiones cerca de Barcelona"" title=""Excursiones cerca de Barcelona"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-barcelona","Iglesia Sant Martí de Sau a Tavertet","/wp-content/themes/Bigemployee-child/imagesuploads/tavertet1.jpg","1","13 Km","400","400","Es una de las excursiones clásicas de las Guillerias y de Collsacabara desde la Iglesia Sant Martí de Sau a Tavertet. Es una de las excursiones clásicas de las Guillerias y de Collsacabara, pero en se...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Excursiones cerca de Barcelona","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Os presentamos unas serie de excursiones cerca de Barcelona. Principalmente estas excurs..."
"1644495929-363","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg"" alt=""Alpes"" title=""Alpes"" loading=""lazy"">","https://entremontanas.com/zonas/alpes","Sendero Alfredo Benini","/wp-content/themes/Bigemployee-child/imagesuploads/benini.jpg","1","11 Km","800","800","Los Dolomitas de Brenta son unas espectaculares montañas situado en la provincia de Trento, en el norte de Italia. Aunque geográficamente no pertenecen a los Dolomitas, se las considera parte de ese m...","/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg","Alpes","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La cordillera de los Alpes es el sistema montañoso más importante de Europa occidental, ..."
"1644495887-263","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Excursiones cerca de Barcelona"" title=""Excursiones cerca de Barcelona"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-barcelona","Fageda en Jordà y volcanes","/wp-content/themes/Bigemployee-child/imagesuploads/jorda.jpg","1","10 Km","150","150","Itinerario muy recomendable por su sencillez y por el hecho de pasar por tres enclaves de gran valor natural. Este itinerario es muy recomendable tanto por su sencillez como por el hecho de que pasa p...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Excursiones cerca de Barcelona","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Os presentamos unas serie de excursiones cerca de Barcelona. Principalmente estas excurs..."
"1644495920-326","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comapedrosaasc.jpg"" alt=""Andorra"" title=""Andorra"" loading=""lazy"">","https://entremontanas.com/zonas/andorra","Bony d’Envalira","/wp-content/themes/Bigemployee-child/imagesuploads/bonydenvalira.jpg","1","6 Km","500","500","La vía, que se construyó en 1999, es una de las mejores vías ferratas de Andorra. Vía ferrata de alta montaña en donde la aproximación y el regreso son largos, aproximadamente una hora de subida y una...","/wp-content/themes/Bigemployee-child/imagesuploads/comapedrosaasc.jpg","Andorra","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Andorra cuenta con 65 picos de más de 2.500 m de altitud. La montaña más alta es el pico..."
"1644495861-183","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Montaña de Montserrat"" title=""Montaña de Montserrat"" loading=""lazy"">","https://entremontanas.com/zonas/montana-de-montserrat","El Bruc – Monistrol","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","1","18 Km","532","871","Duro itinerario que permite captar muchos de los peñascos y canales que dan forma a la sierra de Montserrat. La zona, áspera y solitaria, contrasta con el ambiente ruidoso y ajetreado de los alrededor...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Montaña de Montserrat","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La montaña de Montserrat, Con una altura máxima de 1.236 metros sobre el nivel del mar, ..."
"1644495909-304","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/penagolosaintro.jpg"" alt=""Castellón"" title=""Castellón"" loading=""lazy"">","https://entremontanas.com/zonas/castellon","Cascada del Arquero – Puertomingalvo","/wp-content/themes/Bigemployee-child/imagesuploads/arquero.jpg","1","10 Km","600","600","Su denominación proviene del arcoíris que producen las gotas de agua en suspensión al caer y reflejar el sol. La cascada del Arquero es un salto de agua del rio Linares que se encuentra a pocos kilóme...","/wp-content/themes/Bigemployee-child/imagesuploads/penagolosaintro.jpg","Castellón","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Castellón es una de la provincias más montañosas de España, bañada a su vez por el mar a..."
"1644495905-300","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/tatras.jpg"" alt=""Cordillera Montes Tatras"" title=""Cordillera Montes Tatras"" loading=""lazy"">","https://entremontanas.com/zonas/cordillera-montes-tatras","Pico Rysy","/wp-content/themes/Bigemployee-child/imagesuploads/rysy.jpg","1","12 Km","1000","1000","El Rysy tiene tres picos: el de en medio tiene 2503 metros, el noroeste 2499 metros y el sureste 2473 metros. El Pico Rysy es una montaña situada en los Montes Tatra, concretamente en los Altos Tatras...","/wp-content/themes/Bigemployee-child/imagesuploads/tatras.jpg","Cordillera Montes Tatras","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Los Montes Tatras son una cordillera que separa Eslovaquia de Polonia, aunque solo el 30..."
"1644495924-350","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/mulhacen1.jpg"" alt=""Andalucía Oriental"" title=""Andalucía Oriental"" loading=""lazy"">","https://entremontanas.com/zonas/andalucia-oriental","Vereda de la Estrella – Cortijo Hornillos","/wp-content/themes/Bigemployee-child/imagesuploads/estrella.jpg","1","16 Km","750","750","Agradable recorrido circular por la Vereda de la Estrella hasta el Barranco de Guarnon en Granada. Sierra Nevada fue declarada «Reserva de la Biosfera» por la Unesco y en 1999 gran parte de su territo...","/wp-content/themes/Bigemployee-child/imagesuploads/mulhacen1.jpg","Andalucía Oriental","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El relieve de Andalucía Oriental es, en su mayoría, montañoso, hallándose allí algunas l..."
"1644495861-182","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Montaña de Montserrat"" title=""Montaña de Montserrat"" loading=""lazy"">","https://entremontanas.com/zonas/montana-de-montserrat","El Bruc – Coll de Port","/wp-content/themes/Bigemployee-child/imagesuploads/colldeport.jpg","1","8 Km","550","550","Desde el Bruc hasta el Coll de Port a través del singular paraje de Frares Encantats con frondosa vegetación. El itinerario se inicia entre campos de olivos y algún pino, pero muy pronto la vegetación...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Montaña de Montserrat","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La montaña de Montserrat, Con una altura máxima de 1.236 metros sobre el nivel del mar, ..."
"1644495894-281","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/dolomitas.jpg"" alt=""Dolomitas"" title=""Dolomitas"" loading=""lazy"">","https://entremontanas.com/zonas/dolomitas","Punta Penia Ferrata","/wp-content/themes/Bigemployee-child/imagesuploads/altavia2.jpg","1","16 Km","834","1435","Vía Ferrata a la cima del Punta Penia en los Dolomitas en Italia, por una Vía Ferrata con un grado de dificultad alto. Ascensión con Vía Ferrata incluida con un grado de dificultad a la cima del Punta...","/wp-content/themes/Bigemployee-child/imagesuploads/dolomitas.jpg","Dolomitas","Dolomitas son una cadena montañosa del norte de Italia, pertenecientes al sector oriental del arco alpino y localizados en la vertiente meridional del eje axial del mismo macizo. El nombre proviene de..."
